"problem_id","topic_id","problem_title","problem_description","difficulty","expected_output","hints"
"49","124","NLP Text Analyzer,Create a Python script using NLTK to count word frequency in a 50-word text sample.,Intermediate,Console output: ""Word: the"," Count: 5""","- Use nltk.FreqDist and a sample string."
"50","124","Sentiment Analyzer,Build a Python script using TextBlob to analyze sentiment of a 10-sentence text.,Intermediate","Console output: ""Sentiment: Positive""","- Use TextBlob’s sentiment.polarity."
"51","125","Vision Edge Detector,Build a Python script using OpenCV to detect edges in a grayscale image (e.g., a 100x100 pixel image).,Intermediate","Output image with edges highlighted","- Use cv2.Canny() and imread()."
"52","125","Face Detection System,Create a Python script using OpenCV to detect faces in a photo.,Intermediate","Output image with face rectangles","- Use cv2.CascadeClassifier."
"53","126","Test Automation Script,Write a Python script using Selenium to automate logging into a test website with credentials.,Intermediate","Console output: ""Login successful""","- Use WebDriver and find_element()."
"54","126","UI Test Recorder,Build a Python script to record UI interactions on a webpage using Selenium.,Intermediate","Console output: interaction log","- Use ActionChains."
"55","127","DevOps Pipeline Script,Create a Bash script to automate building a simple C program and running it.,Beginner","Console output: compiled program output","- Use gcc and ./executable."
"56","127","CI/CD Config File,Write a YAML file for a GitHub Actions workflow to build and test a Python app.,Intermediate","Workflow runs successfully","- Use jobs and steps."
"57","128","Game Level Designer,Design a 2D game level in Unity with 3 platforms and a player object using C# scripting.,Intermediate","A playable level in Unity editor","- Use GameObject and Transform."
"58","128","Game Physics Engine,Create a Unity C# script to simulate gravity affecting a falling object.,Intermediate","A falling object in Unity","- Use Rigidbody and AddForce."
"59","129","Embedded LED Controller,Write an Arduino sketch to blink an LED connected to pin 13 at 1-second intervals.,Beginner","LED blinks every second","- Use digitalWrite and delay(1000)."
"60","129","Sensor Data Logger,Build an Arduino sketch to read a temperature sensor and log to Serial every 2 seconds.,Intermediate","Serial output: ""Temp: 25°C""","- Use analogRead and delay()."
"61","130","Big Data Aggregator,Create a Python script to aggregate data from a 1000-row CSV file using Pandas.,Intermediate","Console output: aggregated sum","- Use pd.read_csv() and groupby()."
"62","130","Data Stream Processor,Write a Python script to process a real-time data stream with 100 updates using Kafka.,Advanced","Console output: processed stream","- Use kafka-python library."
"63","131","AR Object Placer,Build an AR application using ARCore to place a 3D cube in the real world, viewable on Android.,Advanced","A rendered 3D cube in AR view","- Use Sceneform and ARFragment."
"64","131","AR Navigation Marker,Create an ARCore app to display navigation arrows based on user location.,Advanced","AR view with arrows","- Use ARAnchor and geolocation."
"65","132","VR Room Simulator,Design a VR scene in Unity with a room and interactive door using C# scripting.,Intermediate","A VR room with openable door","- Use VR SDK and collider."
"66","132","VR Multiplayer Lobby,Build a Unity C# script for a VR multiplayer lobby with 2 players.,Advanced","VR lobby with players","- Use Photon or Mirror networking."
"67","133","ML Prediction Model,Train a simple scikit-learn model in Python to predict house prices with 10 sample data points.,Intermediate,Console output: predicted price (e.g."," 300k)","- Use LinearRegression and fit()."
"68","133","ML Hyperparameter Tune,Write a Python script to tune hyperparameters for a scikit-learn model using GridSearchCV.,Advanced","Console output: best parameters","- Use GridSearchCV."
"69","134","Cryptology Encoder,Write a Python script to implement a Caesar cipher with a shift of 3 on a 10-character text.,Beginner","Console output: ""abc"" → ""def""","- Use string offset with modulo 26."
"70","134","Vigenere Cipher Tool,Create a Python script to encrypt a message using the Vigenere cipher with a keyword.,Intermediate","Console output: encrypted text","- Use a repeating key."
"71","135","Data Mining Classifier,Create a Python script using scikit-learn to classify 20 data points into two classes.,Intermediate,Console output: accuracy score (e.g."," 0.85)","- Use DecisionTreeClassifier."
"72","135","Cluster Analyzer,Write a Python script to perform k-means clustering on a 50-point dataset.,Intermediate","Console output: cluster centers","- Use KMeans from sklearn."
"73","136","Web Security Filter,Build a PHP script to filter out XSS attacks from a user input form.,Intermediate","Console output: ""Safe input: hello""","- Use htmlspecialchars()."
"74","136","CSRF Protection,Design a PHP script to implement CSRF token validation for a form submission.,Intermediate","Console output: ""Token valid""","- Use session for token."
"75","137","Systems Load Monitor,Write a C program to monitor system CPU usage and print it every 5 seconds.,Intermediate","Console output: ""CPU: 20%""","- Use system calls like getloadavg()."
"76","137","Memory Usage Tracker,Create a C program to track memory usage and print it every 10 seconds.,Intermediate","Console output: ""Memory: 50%""","- Use getrusage()."
"77","138","Automata State Machine,Design a Python program to simulate a finite state machine with 3 states for a light switch.,Intermediate","Console output: ""State: On""","- Use a state dictionary."
"78","138","Regular Expression Parser,Write a Python script to convert a regular expression to a finite automaton.,Advanced","Console output: state transitions","- Use a state table."
"79","139","IR Search Engine,Create a Python script to build a simple in-memory search engine for 10 documents.,Intermediate","Console output: matching document IDs","- Use a dictionary and keyword search."
"80","139","Index Builder,Design a Python script to build an inverted index for 20 text documents.,Intermediate","Console output: index dictionary","- Use a defaultdict."
"81","140","Architecture Pipeline Simulator,Write a Python script to simulate a 3-stage CPU pipeline (fetch, decode, execute).,Advanced","Console output: ""Pipeline completed""","- Use lists to track stages."
"82","140","Cache Simulator,Create a Python script to simulate a direct-mapped cache with 4 blocks.,Advanced","Console output: hit/miss stats","- Use a dictionary for cache."
"83","141","Language Parser,Build a Python script to parse a simple arithmetic expression (e.g., ""2 + 3"") into a tree.,Advanced","Console output: tree structure","- Use recursive descent parsing."
"84","141","Syntax Highlighter,Write a Python script to highlight syntax for a custom language (e.g., ""if x"").,Advanced","Console output: colored text","- Use regex and colorama."
"85","142","Database Backup Script,Create a SQL script to back up a table into a new table with a timestamp.,Intermediate","New table with data","- Use CREATE TABLE AS and CURRENT_TIMESTAMP."
"86","142","Transaction Logger,Write a SQL script to log all insert operations with timestamps.,Intermediate","Log table with entries","- Use triggers."
"87","143","Network Traffic Analyzer,Write a Python script to simulate network traffic analysis using a 10-packet log.,Intermediate","Console output: ""Average packets: 5/s""","- Use a list and mean calculation."
"88","143","Firewall Rule Simulator,Create a Python script to simulate a firewall filtering 10 packets by port.,Intermediate","Console output: ""Allowed: 5""","- Use if-else for rules."
"89","144","Architecture Microservice,Design a Python Flask app with two microservices (user, order) communicating via API.,Advanced","API response: {""user"": ""john""}","- Use Flask and requests."
"90","144","Service Mesh Simulator,Build a Python script to simulate a service mesh routing 20 requests.,Advanced","Console output: routing log","- Use a graph structure."
"91","145","Hacking Challenge Solver,Create a Python script to crack a simple substitution cipher with a given key.,Intermediate","Console output: decoded text","- Use a dictionary for mapping."
"92","145","Port Scanner,Write a Python script to scan 10 common ports on localhost.,Intermediate","Console output: open ports","- Use socket.create_connection()."
"93","146","Compression Tool,Write a Python script to compress a 100-character text file using run-length encoding.,Intermediate,Console output: compressed string (e.g."," ""AA"" → ""A2"")","- Use a loop to count repeats."
"94","146","Huffman Encoder,Create a Python script to compress text using Huffman coding.,Advanced","Console output: encoded binary","- Use a priority queue for tree."
"95","147","Quantum Security Protocol,Simulate a BB84 quantum key distribution in Python, generating a 10-bit key.,Advanced","Console output: ""Key: 1010101010""","- Use random bits and basis selection."
"96","147","Quantum Key Verifier,Write a Python script to verify a quantum key against eavesdropping.,Advanced","Console output: ""Secure: Yes""","- Use Qiskit for simulation."
"97","148","Edge Device Logger,Build a Python script to simulate an edge device logging sensor data to a file every second.,Intermediate","File with timestamped data","- Use with open() and time.sleep()."
"98","148","Edge AI Processor,Create a Python script to process sensor data on an edge device using TensorFlow Lite.,Advanced","Console output: ""Class: motion""","- Use tflite model."
"99","149","Mobile Privacy Checker,Create an Android app to check app permissions and log them to a text file.,Intermediate","File with permission list","- Use ActivityCompat.checkSelfPermission()."
"100","149","Mobile Encryption Tool,Build a Kotlin app to encrypt user input using AES.,Advanced","Console output: encrypted text","- Use Cipher class."
"101","150","Game AI Pathfinding,Design a Unity C# script for a game character to follow a path using A* algorithm.,Intermediate","A character moving to target","- Use a grid and heuristic function."
"102","150","AI Behavior Tree,Create a Unity C# script for an enemy AI using a behavior tree.,Advanced","Enemy with patrol/attack","- Use a node-based structure."
"103","151","Cloud Compliance Checker,Write a Python script to verify if a cloud config file meets basic GDPR rules (e.g., data retention).,Intermediate","Console output: ""Compliant: Yes""","- Parse a JSON config."
"104","151","Cloud Audit Logger,Build a Python script to log cloud API calls for auditing purposes.,Intermediate","Console output: log entries","- Use logging module."
"105","152","Real-Time Scheduler,Create a C program to simulate a real-time scheduler for 3 tasks with deadlines.,Intermediate","Console output: ""Task 1 completed""","- Use a priority queue."
"106","152","RT Task Monitor,Write a C program to monitor real-time task execution times.,Intermediate","Console output: times","- Use clock_gettime()."
"107","153","Bio Sequence Aligner,Write a Python script to align two DNA sequences (e.g., ""ATCG"" and ""ATGG"") using a simple method.,Intermediate","Console output: aligned sequences","- Use a loop for matching."
"108","153","Genomic Variant Caller,Create a Python script to identify variants in a DNA sequence.,Advanced","Console output: variant list","- Use sequence comparison."
"109","154","Forensics Log Analyzer,Build a Python script to analyze a log file and flag suspicious IP addresses.,Intermediate","Console output: ""Suspicious IP: 192.168.1.1""","- Use regex for IP detection."
"110","154","File Recovery Tool,Write a Python script to recover deleted file fragments from a binary dump.,Advanced","Console output: recovered data","- Use binary slicing."
"111","155","Web Performance Optimizer,Create an HTML page with CSS and optimize load time using async scripts.,Intermediate","Page loads in <2s","- Use <script async> and minify CSS."
"112","155","Page Speed Tester,Build a Python script to measure webpage load time using requests.,Intermediate","Console output: ""Load time: 1.5s""","- Use time.time()."
"113","156","Neural Network Trainer,Train a simple neural network in Python with TensorFlow on 10 data points for XOR.,Intermediate","Console output: accuracy > 0.9","- Use tf.keras.Sequential."
"114","156","Deep Learning Model,Create a Python script to train a CNN on a small image dataset using TensorFlow.,Advanced","Console output: accuracy","- Use tf.keras.layers.Conv2D."
"115","157","Distributed DB Replicator,Write a Python script to simulate data replication across 3 database nodes.,Advanced","Console output: ""Data synced""","- Use lists to mimic nodes."
"116","157","Sharding Simulator,Build a Python script to simulate database sharding across 4 nodes.,Advanced","Console output: shard distribution","- Use dictionaries."
"117","158","Quantum Algorithm Simulator,Implement Grover’s algorithm in Python with Qiskit for a 2-qubit system.,Advanced","Console output: amplified state","- Use QuantumCircuit and grover_iteration."
"118","158","Shor’s Algorithm Demo,Write a Python script to simulate Shor’s algorithm for factoring 15.,Advanced,Console output: factors (3","5)","- Use Qiskit’s shor function."
"119","159","Metrics Dashboard,Create a Python script using Matplotlib to plot a line graph of 10 software metrics.,Intermediate","A line graph displayed","- Use plt.plot() and labels."
"120","159","Metric Alert System,Build a Python script to trigger alerts if a metric exceeds a threshold.,Intermediate","Console output: ""Alert: High""","- Use if statements."
"121","160","IP Config Tool,Write a Python script to display the local IP address and subnet mask.,Beginner","Console output: ""IP: 192.168.1.1""","- Use socket.gethostbyname()."
"122","160","Subnet Calculator,Create a Python script to calculate usable IP addresses in a subnet.,Intermediate","Console output: ""Usable: 254""","- Use bitwise operations."
"123","161","Virtualization Monitor,Build a Python script to list active virtual machines using a library like libvirt.,Intermediate","Console output: VM list","- Install libvirt and use listAllDomains()."
"124","161","VM Snapshot Tool,Write a Python script to simulate taking a snapshot of a virtual machine.,Intermediate","Console output: ""Snapshot saved""","- Use a mock function."
"125","162","Autonomous Drone Path,Design a Python script to simulate a drone’s path planning with 3 waypoints.,Intermediate,Console output: ""Path: (0,0) to (10","10)""","- Use a list of coordinates."
"126","162","Drone Swarm Simulator,Create a Python script to simulate 3 drones coordinating movement.,Advanced","Console output: swarm positions","- Use a list of drone objects."
"127","163","Data Viz Dashboard,Create a JavaScript D3.js visualization of a bar chart with 5 data points.,Intermediate","A webpage with bar chart","- Use d3.select() and data binding."
"128","163","Interactive Heatmap,Build a JavaScript D3.js heatmap for a 5x5 data grid.,Intermediate","A webpage with heatmap","- Use d3.scaleLinear()."
"129","164","HPC Parallel Job,Write a Python script using MPI4PY to parallelize a matrix addition task.,Advanced","Console output: resulting matrix","- Use MPI.COMM_WORLD."
"130","164","HPC Job Scheduler,Create a Python script to schedule 10 HPC jobs across 4 nodes.,Advanced","Console output: schedule","- Use a priority queue."
"131","165","Privacy Data Masker,Build a Python script to mask sensitive data (e.g., ""john@email.com"" → ""j***@e****.com"").,Intermediate","Console output: masked email","- Use string slicing and replacement."
"132","165","Anonymization Tool,Write a Python script to anonymize a dataset with 10 records.,Intermediate","Console output: anonymized data","- Use random IDs."
"133","166","RPA Form Filler,Create a Python script using PyAutoGUI to automate filling a web form with 3 fields.,Intermediate","Form filled on screen","- Use pyautogui.typewrite()."
"134","166","RPA Workflow Designer,Build a Python script to design a multi-step RPA workflow.,Intermediate","Console output: workflow steps","- Use a list of actions."
"135","167","Quantum ML Classifier,Implement a quantum machine learning model in Pennylane to classify 2D points.,Advanced","Console output: prediction accuracy","- Use qml.templates."
"136","167","QML Data Encoder,Write a Python script to encode classical data into quantum states using Pennylane.,Advanced","Console output: encoded state","- Use qml.qnode."
"137","168","Green IT Calculator,Write a Python script to estimate the carbon footprint of a server running 24/7.,Intermediate,Console output: ""Footprint: 100kg CO2""","- Use a simple emission rate (e.g."," 0.5kg/kWh)."
"138","168","Energy Usage Tracker,Create a Python script to monitor energy usage of 5 devices.,Intermediate","Console output: ""Total: 200W""","- Use a loop."
"139","169","Cloud Resilience Tester,Create a Python script to simulate a cloud service failover with 2 nodes.,Intermediate","Console output: ""Failover successful""","- Use if-else for node switch."
"140","169","Cloud Disaster Recovery,Build a Python script to simulate a disaster recovery plan for a cloud app.,Intermediate","Console output: ""Recovered""","- Use backup data."
"141","170","Fuzzy Logic Controller,Design a Python script to implement a fuzzy logic system for a temperature controller.,Intermediate","Console output: ""Temp: Cool""","- Use if-then rules."
"142","170","Fuzzy Decision Maker,Write a Python script to make decisions using fuzzy logic for 3 inputs.,Intermediate","Console output: ""Decision: Yes""","- Use weighted rules."
"143","171","P2P File Sharer,Build a Python script to simulate a P2P file sharing system with 3 peers.,Intermediate","Console output: ""File transferred""","- Use lists to track peers."
"144","171","P2P Chat Simulator,Create a Python script to simulate a P2P chat between 3 users.,Intermediate","Console output: chat log","- Use sockets."
"145","172","Verification Test Suite,Write a Python script to verify a function’s output against 5 test cases.,Intermediate","Console output: ""Tests passed: 5""","- Use assert statements."
"146","172","Formal Proof Generator,Build a Python script to generate a formal proof for a simple theorem.,Advanced","Console output: proof steps","- Use a rule-based system."
"147","173","Internet Policy Analyzer,Create a Python script to parse an internet policy document and count rule occurrences.,Intermediate","Console output: ""Rules: 10""","- Use regex for rule detection."
"148","173","Policy Compliance Checker,Write a Python script to check compliance with an internet policy.,Intermediate","Console output: ""Compliant: Yes""","- Use a checklist."
"149","174","Quantum Network Simulator,Simulate a quantum network with 3 nodes in Python using Qiskit.,Advanced","Console output: ""Network state: entangled""","- Use QuantumCircuit for entanglement."
"150","174","Quantum Router,Design a Python script to route quantum data between 3 nodes.,Advanced","Console output: ""Route established""","- Use entanglement swapping."
"151","175","Geometry Renderer,Write a Python script using Pygame to draw a triangle with coordinates (0,0), (100,0), (50,100).,Intermediate","A window with a triangle","- Use pygame.draw.polygon()."
"152","175","Collision Detector,Create a Python script to detect collisions between 3 geometric shapes.,Intermediate","Console output: ""Collision""","- Use distance formulas."
"153","176","Secure Coding Validator,Build a Java program to check for SQL injection vulnerabilities in a sample query.,Intermediate","Console output: ""Vulnerable: Yes""","- Use prepared statements."
"154","176","Input Sanitizer,Write a Java program to sanitize user input against XSS.,Intermediate","Console output: ""Safe input""","- Use StringEscapeUtils."
"155","177","Agent Behavior Model,Create a Python script to simulate 3 agents moving randomly in a 2D grid.,Intermediate","Console output: agent positions","- Use lists and random moves."
"156","177","Multi-Agent Coordinator,Design a Python script to coordinate 3 agents for a task.,Intermediate","Console output: ""Task completed""","- Use message passing."
"157","178","Ethics Impact Assessor,Write a Python script to evaluate the ethical impact of an AI decision (e.g., bias score).,Intermediate","Console output: ""Bias: 0.2""","- Use a simple scoring system."
"158","178","Ethics Policy Simulator,Build a Python script to simulate compliance with an AI ethics policy.,Intermediate","Console output: ""Compliant""","- Use a rule set."
"159","179","Hardware Security Checker,Design a Python script to simulate checking a TPM module’s status.,Intermediate","Console output: ""TPM: Enabled""","- Use a mock function."
"160","179","Secure Boot Simulator,Create a Python script to simulate a secure boot process.,Intermediate","Console output: ""Boot secure""","- Use a signature check."
"161","180","Quantum Error Corrector,Implement a simple quantum error correction code in Python with Qiskit.,Advanced","Console output: ""Error corrected""","- Use a 3-qubit code."
"162","180","QEC Performance Test,Write a Python script to test error correction rates for a quantum code.,Advanced","Console output: ""Rate: 0.95""","- Use repeated trials."
"163","181","Augmented Analytics Tool,Create a Python script using Pandas to generate a summary report from 100 rows of data.,Intermediate","Console output: summary stats","- Use describe() method."
"164","181","Anomaly Detector,Build a Python script to detect anomalies in a 50-row dataset using Pandas.,Intermediate","Console output: anomalies","- Use z-score method."
"165","182","Serverless Function,Write a Python AWS Lambda function to process a JSON input and return a response.,Intermediate","Lambda output: {""status"": ""ok""}","- Use lambda_handler."
"166","182","Serverless Trigger,Create a Python script to trigger a Lambda function via API Gateway.,Intermediate","Console output: ""Triggered""","- Use boto3."
"167","183","XAI Model Explainer,Build a Python script using SHAP to explain a simple ML model’s prediction.,Advanced","Console output: feature importance","- Use shap.Explainer."
"168","183","XAI Visualization,Write a Python script to visualize SHAP values with Matplotlib.,Advanced","A bar chart of importance","- Use shap.summary_plot()."
"169","184","Blockchain Auditor,Create a Python script to audit a blockchain log for duplicate transactions.,Intermediate","Console output: ""Duplicates: 2""","- Use a set for tracking."
"170","184","Consensus Validator,Build a Python script to validate a blockchain consensus mechanism.,Intermediate","Console output: ""Valid""","- Use a mock blockchain."
"171","185","Quantum Simulator,Write a Python script using Qiskit to simulate a 2-qubit quantum gate sequence.,Advanced","Console output: state vector","- Use QuantumCircuit."
"172","185","Qubit Entangler,Create a Python script to entangle 3 qubits using Qiskit.,Advanced","Console output: entangled state","- Use cx gates."
"173","186","Forensics File Carver,Build a Python script to extract a hidden file from a binary data sample.,Intermediate","Console output: extracted file","- Use binary slicing."
"174","186","Metadata Extractor,Write a Python script to extract metadata from a file using a library.,Intermediate","Console output: metadata","- Use exiftool or hachoir."
"175","187","QoS Traffic Shaper,Design a Python script to simulate QoS by prioritizing 3 traffic types.,Intermediate","Console output: ""Priority: High""","- Use a priority queue."
"176","187","Bandwidth Allocator,Create a Python script to allocate bandwidth to 5 users.,Intermediate","Console output: allocation","- Use a weighted system."
"177","188","Adaptive Learning Model,Create a Python script to adjust a learning rate based on error feedback.,Intermediate","Console output: ""New rate: 0.01""","- Use if-else for adjustment."
"178","188","Adaptive Filter,Write a Python script to implement an adaptive filter for noise reduction.,Intermediate","Console output: filtered signal","- Use a moving average."
"179","189","Cognitive Chatbot,Write a Python script to simulate a cognitive chatbot using rule-based responses.,Intermediate","Console output: ""Response: Yes""","- Use a decision tree."
"180","189","Cognitive Data Analyzer,Build a Python script to analyze text data with cognitive insights.,Intermediate","Console output: insights","- Use NLP libraries."
"181","190","Post-Quantum Keygen,Implement a Python script to generate a post-quantum key pair using a library.,Advanced","Console output: ""Key generated""","- Use a library like pqclean."
"182","190","PQC Encryption,Write a Python script to encrypt data with a post-quantum algorithm.,Advanced","Console output: encrypted data","- Use a PQC library."
"183","191","Edge AI Classifier,Build a Python script to classify images on an edge device using TensorFlow Lite.,Advanced","Console output: ""Class: cat""","- Use tflite.Interpreter."
"184","191","Edge Video Analyzer,Create a Python script to analyze video frames on an edge device.,Advanced","Console output: motion detected","- Use OpenCV with tflite."
"185","192","Quantum Internet Node,Simulate a quantum internet node in Python with 2 entangled qubits.,Advanced","Console output: ""Entangled state""","- Use Qiskit entanglement."
"186","192","Quantum Network Scaler,Write a Python script to scale a quantum network to 5 nodes.,Advanced","Console output: network state","- Use multi-qubit entanglement."
